14476513,"qrupwti[eyo]afj;sgk'dhl#\cn.zvm/xb,cn.",2019-11-25T12:13:14.103Z,when ur so bored [uve] tried qwertyuiopasdfghjklzxcvbnm all the way to [qetuowryipadgjlsfhkzcbmxvn] but u still havent found the [meaning of existence].,http://qrupwtieyoafjsgkdhlcnzvmxbcn.urbanup.com/14476513,"(Name) had become so unbelievably [bored] at school that he went as far as to type:qrupwtieyoafj;sgk'dhl#\[cn].zvm/[xb],cn."
16366406,eyo,2021-10-10T19:26:18.697Z,"[eat you out]

[eating] [you out]",http://eyo.urbanup.com/16366406,[i want] to eyo
14471885,cum,2019-11-24T07:40:36.773Z,Something boys do when they are [sexually] [excited]/fulfilled ([i want more] etc.),http://cum.urbanup.com/14471885,"Lexi sat on a chair across from me in the bedroom. I looked at her, god she was so hot. She [strode] over and [shut the door] of the bedroom. I looked at her nearly drooling. She slid her shirt over her head to reveal her double D cups and undid her [denim skirt] to reveal a wine red thong. She came over to me and pulled my pants [by the belt] which I quickly undid. OH god. I knew i was about to cum. She starting instantly massaging my balls then just deep throating my cock. (she was on her hands and knees) I started cumming right inside her mouth and she swallowed it. She pulled back and ripped my shirt off. I grabbed her ass and launched her onto the bed. I slid a condom on and [came on top] of her. I then slid my cock into her pussy and she squealed. I moved up and down again and again and she screamed a little. I kept going feeling the white substance cum down my thighs. She yelled ""Oh! harder"". That night my balls were throbbing and I cummed so much and by the morning we were still doing it. I had a break and checked the time and i was late for my plane but then she just said ""well.. whatever!"""
7869467,cum,2014-08-10T09:03:07.758Z,[The white stuff] that comes out of [your penis],http://cum.urbanup.com/7869467,"Evan and Jess were having a sleepover at his house and his parents weren't home. He pinned her down on the mattress and started eating her out while massaging her clit. She screamed with joy and felt herself getting wet. She shoved him against the wall, got down on her knees and started deep throating him. He felt himself about to cum but pushed her off and said ""Baby let me fuck you like no one has fucked you before!"" She smiled as she took off her bra and he rammed his cock into her and let out a [big load] to [fill her up]. She went down on him again and he felt himself about to cum. She put his dick in between her [tids] and he came all over them."
156500,cum,2003-06-16T01:42:25.000Z,What comes out of the male [penis]. Also called [semen] and [sperm].,http://cum.urbanup.com/156500,[Samantha] [swallowed] all of [Dave's] cum as she gave him a blow job.
3590285,cum,2009-01-01T18:43:05.000Z,"[salty], white, thick substance that escapes from the lower [genital] regions while finshing intercourse, [masterbating], or experiencing an orgasm.",http://cum.urbanup.com/3590285,"""[Spit or Swallow]?""

""Mmm..I want you to [suck my cock] till I [cum baby]""

""Your cum tastes salty"""
915,cum,2001-11-19T18:08:19.000Z,"1. n. Semen
2. v. To orgasm

Usage Note: the word is spelled with a ['u'] to [differentiate] it from 'come,' which has a... [cleaner] definition. ",http://cum.urbanup.com/915,"I just got some [spam] inviting me to ""[cum here]."" Is there [a double] meaning here???"
15598451,cum,2020-12-22T09:05:43.413Z,its [the white stuff] that comes out [ur] [pp] on xvids,http://cum.urbanup.com/15598451,[O-O] YeAH mY dIcK IS SO HARD [UH UH UH] [IM GONNA] IM GONNA CUM!!
14792420,cum,2020-03-11T05:59:10.991Z,a [delicious] ingredient for your [partner] to [savour],http://cum.urbanup.com/14792420,this cum is [delicious] with my [hot chocolate]
2998822,cum,2008-04-11T21:03:00.000Z,"1. [Semen].
2. To [orgasm].

",http://cum.urbanup.com/2998822,[Oh baby]! I'm gonna cum!!! Oh my god!!! It [feels] [so good].
397685,cum,2003-12-15T17:55:27.000Z,1.(n) warm fluid that is ejaculated from a male at [the peak] of a sexual encounter; more often at home every night with a picture of [Halle Berry] and a tube of [lotion].,http://cum.urbanup.com/397685,1. Man last night I got cum [all over] [Halle's] [nipples].
14677684,cum,2020-02-01T07:25:18.541Z,"[Latin] [word] [meaning] ""with"".",http://cum.urbanup.com/14677684,[Puella] cum [laetitia] [ludit].
9394066,tbh,2016-03-12T13:35:19.424Z,"Tbh - to be honest. Is fucking overused and when ugly ass bitches post on their Instagram ""[comment for] a tbh!"" It means that they are gonna write some complete bullshit about how nice you when they don't even give [two fucks].... And then the next day you find out that motherfucker [ain't even] following you back.",http://tbh.urbanup.com/9394066,"""[Tbh] your so friendly and [I love how] you care so much about [equality] :)"""
8400660,tbh,2015-08-16T13:14:12.845Z,"[Tbh] means [to be honest]. However, most people use it to flirt with other people or find someone to [cheat] with.",http://tbh.urbanup.com/8400660,[TBH] I think you're [sexy] and [we should hang out sometime]
8520829,tbh,2015-09-27T06:45:33.564Z,[To be honest],http://tbh.urbanup.com/8520829,[Tbh] you [cool] and [cute]
10251239,tbh,2016-09-17T21:03:04.109Z,[sixth] graders on [Instagram] might say 'comment for a tbh' and other sixth graders do it because they like the attention. They are always fake and some times followed by a [rate],http://tbh.urbanup.com/10251239,tbh: [i see you] all the time and you seem chill. we should definitely [hang] [Rate]: 7.8
162620,tbh,2003-06-23T09:32:57.000Z,[to be honest],http://tbh.urbanup.com/162620,"[Suzuki]: ""You're a [shitbag] [queer] tbh..."""
9380305,tbh,2016-03-09T20:06:26.809Z,"""[To Be Honest]""",http://tbh.urbanup.com/9380305,[Tbh] ..your a muthafucken asshole n [smell like shit] [bubye]..
6143001,tbh,2011-10-16T18:47:29.000Z,"Tbh means to be honest. It is used most on Facebook when stupid cunts make Facebook status' saying something [along the lines of] ""Like for a tbh :)"" If liked you receive vague slightly personal post on your Facebook wall about [how nice] and pretty you seem and how you and that person should talk more, when really they [could care less] about your existence.",http://tbh.urbanup.com/6143001,"""tbh, You [seem] super nice and awesome, [we should] [talk] more!:)"""
14154406,tbh,2019-08-28T02:51:29.158Z,[Twink] [booty hole],http://tbh.urbanup.com/14154406,[Quinton] and [I are] gonna go [lookin]’ for some tbh tonight. Wanna come?
7905059,tbh,2014-09-20T11:23:14.973Z,"""Tomorrow Be Holy""
Used by [Miranda Sings] when she misinterprets the abbreviation of [To Be Honest] while reading her fan (or hate) [mail].",http://tbh.urbanup.com/7905059,"Hater: tbh you're really ugly and you use too much [lipstick].
[Miranda Sings] reading aloud: Tomorrow Be Holy you're really ugly and use too much lipstick.
Miranda Sings: [Yeah Right]! That doesn't even make any sense!"
6416709,tbh,2012-02-05T15:37:35.146Z,"It means ""to be honest,"" and it is often used in Facebook statuses. Another definition is an ""honest"", yet all-too-flattering comment about a person that liked your status (offering a [tbh]) in order to receive the comment.

These posts are usually not very honest and I think people would be much more honest if we still had the [honesty box]. The honesty box was anonymous, private, and as a result, extremely HONEST! Just call it the [TBH] Box and it will [regain] its popularity.",http://tbh.urbanup.com/6416709,"Example 1: Like for a [tbh] ([Facebook status])

Example 2: [Tbh] the Beatles are a [great band]. I hadn't heard of them before. (Facebook status)

Example 3: Tbh you are an awesome, caring, honest person and I think you're funny and hawt! We should talk more! (requested Facebook wall post)"
